"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"1430","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1826,FALSE,FALSE,"807739437023014912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:03 +0000 2016",NA,NA,"en",7,FALSE,NA,"1085429695","I'm Fara | I draw and I'm a very emotional person | She/Her | I dab on a daily basis | ""You're like Kermit in disguise."" - a friend",FALSE,"Sun Jan 13 08:28:22 +0000 2013",8997,329,19114,FALSE,"http://hateehateeho.tumblr.com/","datarara","Kuala Lumpur","en",28800,334,"hateehateeyo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","RT @silverhunter001: Before the start of Moana, may pa short film ang Disney ang ganda. ""Inner Workings"" Cute, Funny, and Inspiring.  MAYWA ",7,FALSE,FALSE,"807739449664647168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:11:06 +0000 2016",NA,NA,"en",0,FALSE,"Quezon, Calabarzon","774424440545304576",NA,TRUE,"Sat Sep 10 01:49:09 +0000 2016",23058,82,693,FALSE,NA,"Twinnie*Babe",NA,"en",NA,217,"mitchdeguzman10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","@montserratlj @atweber just now we  were on the bus to meet the family, passed a cinema showing Moana, and *nearly* ditched the family :-)",0,FALSE,FALSE,"807739499295838209","montserratlj","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:18 +0000 2016","807737002179305473","14616266","en",63,FALSE,"Interwebs","156551685","Peter Parker. Marian the Librarian. Jack McCoy. Occasional scribbler. Friend of the book. Dormant lawyer. Habitual depressive.",FALSE,"Thu Jun 17 06:56:14 +0000 2010",12360,924,28310,FALSE,"http://www.kimnayyer.com","Kim Nayyer","Pacific Time (US & Canada)","en",-28800,785,"kimnayyer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","RT @artyny59: #IGiveHugsWhen I see Jackie hug Belinda https://t.co/n5qqB5oaES #TeenRomance #Moana #Mulan #Princess #Disney  ",4,FALSE,FALSE,"807739502789873664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sun Dec 11 00:11:19 +0000 2016",NA,NA,"en",742,FALSE,"Milton, Fl.","1104758124","Check out my newest books and more at Facebook  (Arthur Butt The Fantasy SyFi Author). I am published by @CleanReads_ and @SummerSolstice6",FALSE,"Sat Jan 19 22:03:00 +0000 2013",71501,2288,26027,FALSE,"https://www.facebook.com/pages/Arthur-Butt-The-Fantasy-SyFi-Author/1528729850734703","Arthur Butt",NA,"en",NA,2052,"artyny59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://MoanaTickets.com","https://t.co/n5qqB5oaES"
"1434","RT @Disney_UK: Move over Elsa... It's #Moana's moment to shine! https://t.co/9yrKfA4ohU",1042,FALSE,FALSE,"807739509316157444",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:11:20 +0000 2016",NA,NA,"en",8,FALSE,"MCR/DERBY","416694973","Poet.Videographer.",TRUE,"Sun Nov 20 01:14:15 +0000 2011",22024,556,6274,FALSE,"https://youtu.be/xFQ-rXvdRWY","Lois",NA,"en",NA,466,"efalomok_siol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1827,FALSE,FALSE,"807739528916017152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:25 +0000 2016",NA,NA,"en",5,FALSE,"New Zealand","872363113","mostly kpop mostly rts",TRUE,"Wed Oct 10 19:16:52 +0000 2012",12247,497,10681,FALSE,NA,"but it's too sweet","Pacific Time (US & Canada)","en",-28800,532,"holduphoseok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","RT @rachel_rash: moana soundtrack    ",1,FALSE,FALSE,"807739535656222721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:27 +0000 2016",NA,NA,"en",0,FALSE,NA,"3238320492","shs volleyball | forza1 | kart",TRUE,"Sun Jun 07 01:54:01 +0000 2015",5956,774,7017,FALSE,NA,"carly torres",NA,"en",NA,794,"carlyyyjordannn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Princess Moana, the Rogue One rebel, the Eagle Huntress: meet film<U+2019>s female heroes https://t.co/0gWioNrd8k via guardianfilm",0,FALSE,FALSE,"807739542702792705",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Sun Dec 11 00:11:28 +0000 2016",NA,NA,"en",5,FALSE,"United Kingdom","740697926679334912","My name is AJ, I love Movies and share my favourite Film and Entertainment News with you right here! It's Movie Time!",FALSE,"Thu Jun 09 00:12:02 +0000 2016",2682,896,1,FALSE,NA,"AJ's Movie Tweets",NA,"en",NA,0,"movietimeuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/aandreaa___/status/807710678626734080","https://t.co/0gWioNrd8k"
"1438","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1829,FALSE,FALSE,"807739544694976512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:11:29 +0000 2016",NA,NA,"en",0,FALSE,"Somewhere on Earth","776802759534272512","Ho~ ho~ ho~ Merry Christmasss!!  <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> | I tend to retweet a lot sorry Q v Q | header by @xxaylu | icon by happywonderfuldays (tumblr) <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",FALSE,"Fri Sep 16 15:19:45 +0000 2016",1423,20,1867,FALSE,"http://fatedchosenone.tumblr.com","<U+2606> Raya@holidayz~ <U+2606>",NA,"en",NA,82,"luci_raya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","Date night with my loves and niece &lt;3 Chris, Sarah and Nila <U+2014> watching Moana at AMC Showplace 8 https://t.co/2AZHsVQTjE",0,FALSE,FALSE,"807739562470633473",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Sun Dec 11 00:11:33 +0000 2016",NA,NA,"en",0,FALSE,NA,"95363208",NA,FALSE,"Tue Dec 08 06:00:56 +0000 2009",16004,3,0,FALSE,NA,"LaDonna",NA,"en",NA,26,"HensonSiggers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://MoanaTickets.com","https://t.co/2AZHsVQTjE"
"1440","RT @artyny59: #FallInLoveIn3Words Hugging your dragon https://t.co/qQiloloT72 #TeenRomance #Moana #Mulan #Disney #Sword #Battle  ",14,FALSE,FALSE,"807739567868702720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sun Dec 11 00:11:34 +0000 2016",NA,NA,"en",742,FALSE,"Milton, Fl.","1104758124","Check out my newest books and more at Facebook  (Arthur Butt The Fantasy SyFi Author). I am published by @CleanReads_ and @SummerSolstice6",FALSE,"Sat Jan 19 22:03:00 +0000 2013",71501,2288,26027,FALSE,"https://www.facebook.com/pages/Arthur-Butt-The-Fantasy-SyFi-Author/1528729850734703","Arthur Butt",NA,"en",NA,2052,"artyny59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/therock/status/807678013299163136","https://t.co/qQiloloT72"
"1441","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1830,FALSE,FALSE,"807739579847426048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:11:37 +0000 2016",NA,NA,"en",4,FALSE,"At the corner of my room","4229903772","Good morning, I'm just a 20 years old girl who likes to draw stuffs and dreaming to be Let's player in YouTube (well who knows). Sometimes... <U+65E5><U+672C><U+8A9E><U+4E2D><U+306B><U+30BF><U+30A4><U+30D7><U+3057><U+307E><U+3059><U+3002>",FALSE,"Sat Nov 14 02:45:28 +0000 2015",717,23,3047,FALSE,"http://maruinekodesu.tumblr.com/","<U+307E><U+308B><U+307F><U+732B>/ MarumiNeko","Pacific Time (US & Canada)","en",-28800,49,"Marui_Neko_Desu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","Wanna watch Moana! Who's with me?",0,FALSE,FALSE,"807739585484599296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:11:38 +0000 2016",NA,NA,"en",2,FALSE,"Iligan City","3030168086","I NEVER SAID I'M A ROLE MODEL",TRUE,"Thu Feb 19 14:10:33 +0000 2015",10655,165,6315,FALSE,"http://instagram.com/lnrdaballe","Leonard","Krasnoyarsk","en",25200,138,"lnrdaballe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","RT @pridgetteseiuli: When you got nothing to do, so you watch Moana again   ",1,FALSE,FALSE,"807739600454053888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:42 +0000 2016",NA,NA,"en",0,FALSE,"Waimanalo, HI","758190218893680640","No Ku<U+02BB>u Lahui E H<U+0101><U+02BB>awi Pau A I Ola Mau!",FALSE,"Wed Jul 27 06:40:09 +0000 2016",829,43,923,FALSE,NA,"Kameiah<U+2728>",NA,"en",NA,34,"Kameaio_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1831,FALSE,FALSE,"807739629386379264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:49 +0000 2016",NA,NA,"en",7,FALSE,"<U+0E40><U+0E2B><U+0E47><U+0E14><U+0E02><U+0E2D><U+0E07><U+0E40><U+0E2A><U+0E35><U+0E48><U+0E22><U+0E27><U+0E40><U+0E01><U+0E2D> ;3","518243317","(<U+0E51><U+2022><U+0300><U+3142><U+2022><U+0301>)<U+0648><U+2727> <U+30D5><U+30A7><U+30A4><U+3067><U+3059><U+3002><U+306D><U+3053><U+5927><U+597D><U+304D><U+FF01><U+0E40><U+0E1F><U+0E40><U+0E1F><U+0E48><U+0E40><U+0E14><U+0E2A> <U+0E40><U+0E1B><U+0E47><U+0E19><U+0E14><U+0E49><U+0E27><U+0E07><U+0E41><U+0E21><U+0E27> <U+0E15><U+0E34><U+0E48><U+0E07><U+0E40><U+0E22><U+0E2D><U+0E30><U+0E41><U+0E22><U+0E30> <U+0E0A><U+0E2D><U+0E1A><U+0E1C><U+0E39><U+0E49><U+0E0A><U+0E32><U+0E22><U+0E2B><U+0E19><U+0E49><U+0E32><U+0E15><U+0E32><U+0E14><U+0E35><U+0E21><U+0E35><U+0E41><U+0E27><U+0E48><U+0E19> <U+76D7><U+5893><U+7B14><U+8BB0> #DMBJ<U+FF5C><U+590F><U+76EE><U+FF5C><U+516B><U+72AC><U+4F1D><U+FF5C><U+9ED2><U+30D0><U+30B9><U+FF5C><U+6B4C><U+3044><U+624B><U+FF5C><U+30E9><U+30D6><U+30B9><U+30C6><U+FF5C><U+9032><U+6483><U+FF5C><U+30C9><U+30E9><U+30DE><U+30C0><U+FF5C><U+677E><U+FF5C><U+30BB><U+30E9><U+30D5><U+FF5C><U+3068><U+3046><U+3089><U+3076><U+FF5C><U+30E9><U+30D6><U+30E9><U+30A4><U+30D6><U+FF5C>w-inds.<U+FF5C>",FALSE,"Thu Mar 08 06:06:08 +0000 2012",64563,171,9111,FALSE,"http://twishort.com/user/meawlandza","<U+0E40><U+0E2B><U+0E47><U+0E14><U+0E40><U+0E17><U+0E35><U+0E22><U+0E19><U+0E40><U+0E08><U+0E34><U+0E19> (<U+272A><U+25BD><U+272A>*)","Tokyo","th",32400,596,"meawlandza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","@soflojango except with moana stuff lmaoo",0,FALSE,FALSE,"807739640933388288","mermaidvicky","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:52 +0000 2016","807738060062543872","2349502863","en",14,FALSE,"heaven","2349502863","jangos angel <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><U+2764><U+FE0F>",TRUE,"Mon Feb 17 22:40:03 +0000 2014",42334,568,34467,FALSE,NA,"vicky <ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>","Atlantic Time (Canada)","en",-14400,840,"mermaidvicky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","RT @disneywords: You'll be okay. In time, you'll learn just as I did. You must find happiness right where you are. <U+2013>Chief Tui (Moana)",161,FALSE,FALSE,"807739670465511425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:11:59 +0000 2016",NA,NA,"en",1,FALSE,"Lol go away","311518277","fabulously grumpy",FALSE,"Sun Jun 05 15:57:04 +0000 2011",567,174,87,FALSE,NA,"Chloe<U+2654>",NA,"en",NA,572,"ChloeSant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","Princess Moana, the Rogue One rebel, the Eagle Huntress: meet film<U+2019>s female heroes https://t.co/MX9cujz1Tv",0,FALSE,FALSE,"807739680514940928",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",FALSE,"Sun Dec 11 00:12:01 +0000 2016",NA,NA,"en",36,FALSE,"Sydney","2872478256","Business Transformation Leader & CIO @PwC_AU | Technology & Digital Strategist and Change Maker | Keen Foodie & Lover of shoes",FALSE,"Thu Oct 23 03:22:16 +0000 2014",404,191,20,FALSE,"http://pwc.com.au","Hilda Clune",NA,"en",NA,110,"HildaClune",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dlvr.it/Ms1SMc","https://t.co/MX9cujz1Tv"
"1448","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a Moana Dorbz Ride! https://t.co/JMqqhzK5A3",3559,FALSE,FALSE,"807739682515628032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:02 +0000 2016",NA,NA,"en",0,FALSE,"Manila","79194982","Half Letranite, Half Thomasian",TRUE,"Fri Oct 02 14:29:19 +0000 2009",1012,129,8117,FALSE,NA,"Mike Go","Taipei","en",28800,544,"Ekim_Gogh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","My niece is Moana! https://t.co/TYCC11R8oR",0,FALSE,FALSE,"807739685481037824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:02 +0000 2016",NA,NA,"en",3,FALSE,"Portland, OR","144010282","I love you mom, 12/03/2016 | <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+2764><U+FE0F>",TRUE,"Sat May 15 01:58:25 +0000 2010",7363,236,2478,FALSE,NA,"JD Duran","Pacific Time (US & Canada)","en",-28800,462,"jdduran_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","I liked a @YouTube video https://t.co/Q4EkznEXMP Dwayne Johnson - You're Welcome (From ""Moana"")",0,FALSE,FALSE,"807739700010225665",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",FALSE,"Sun Dec 11 00:12:06 +0000 2016",NA,NA,"en",2,FALSE,"Newberry, FL","3296734024","i cant wait to graduate just to go to school again",TRUE,"Sun May 24 15:38:20 +0000 2015",1409,166,1202,FALSE,NA,"Christian Kahn","Eastern Time (US & Canada)","en",-18000,700,"chri_hin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/alkyjo/status/807741850681544704","https://t.co/Q4EkznEXMP"
"1451","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1832,FALSE,FALSE,"807739701784289280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:12:06 +0000 2016",NA,NA,"en",0,FALSE,NA,"4915548205","I mainly follow utaites and youtaites. I also eat, sleep, and sing sometimes.
i: @Ryn_CherryO_O h: @BCshirokun",FALSE,"Tue Feb 16 11:11:23 +0000 2016",362,54,2115,FALSE,"https://www.youtube.com/channel/UCzxMaa8YaJPlDmCh9HIqiRw","<U+2744>Luki96<U+2744>","International Date Line West","en",-39600,178,"luki96san",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","RT @Disney_UK: Don't miss out on the animated event of the season! Warm up your heart with #Moana, in cinemas now. https://t.co/bjK7F6phqB",159,FALSE,FALSE,"807739711477469184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:08 +0000 2016",NA,NA,"en",2,FALSE,"London","616448054","Verily, in the remembrance of Allah do hearts find rest.",TRUE,"Sat Jun 23 20:34:59 +0000 2012",27403,252,8234,FALSE,NA,"Faheemah",NA,"en",NA,210,"FaheemahShaikh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1833,FALSE,FALSE,"807739716112003072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:10 +0000 2016",NA,NA,"en",4,FALSE,"NSFWish // Bisexual // Agender","3224844499","p.j.m initials remind me of pajamas",FALSE,"Sun May 24 03:58:15 +0000 2015",7318,135,296,FALSE,"http://archiveofourown.org/users/ihatecatfish","Baby","Pacific Time (US & Canada)","en",-28800,238,"parqourpark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1834,FALSE,FALSE,"807739767353798656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:12:22 +0000 2016",NA,NA,"en",3,FALSE,"Jakarta Capital Region","741550449904357376","<U+2606>Retweet shitposts from proffesional memeposters and arts from glorious artists at the same time",FALSE,"Sat Jun 11 08:39:39 +0000 2016",1358,46,583,FALSE,NA,"KekCamel","Pacific Time (US & Canada)","en",-28800,1096,"kek_8V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1834,FALSE,FALSE,"807739767559507969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sun Dec 11 00:12:22 +0000 2016",NA,NA,"en",5,FALSE,"curiouscat: SanoSen","431028563","pours soy sauce on everything. waiting for 1/18  | header:@samui128 avatar : @shirasukinjx",TRUE,"Wed Dec 07 20:54:23 +0000 2011",36309,439,7855,FALSE,"http://gutdrawings.tumblr.com/","sen<U+3060>","Eastern Time (US & Canada)","es",-18000,634,"DyingAstronaut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","Just started screaming when @SamuelTsui came up on my screen in the previews for Moana",0,FALSE,FALSE,"807739775251685376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:24 +0000 2016",NA,NA,"en",5,FALSE,NA,"354137560","I'm a bit too pop for the punk kids, but I'm too punk for the pop kids",TRUE,"Sat Aug 13 05:50:39 +0000 2011",19123,244,22278,FALSE,"http://butterslam.com","trAsh","Pacific Time (US & Canada)","en",-28800,173,"madi_keller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","@itslizi are you doing a Moana underground print at all? Because if so I will buy one ASAP! xxx",0,FALSE,FALSE,"807739789915095040","itslizi","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:12:27 +0000 2016",NA,"2367546139","en",19,FALSE,"Have courage and be kind","3571068855","Disney and lifestyle blogger from Plymouth, UK. Disney, YA books and K-Pop <U+2665>",TRUE,"Sun Sep 06 23:40:43 +0000 2015",5421,610,11831,FALSE,"http://www.courageandkindness.co.uk/","Ho-Ho-Hannah <ed><U+00A0><U+00BC><ed><U+00BE><U+0085>",NA,"en",NA,299,"kindnesscourage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","I gonna go watch Moana, it's gonna be lit",0,FALSE,FALSE,"807739810316255233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:12:32 +0000 2016",NA,NA,"en",4,FALSE,NA,"708879458497736704","I am livid",FALSE,"Sun Mar 13 04:56:48 +0000 2016",3770,82,11045,FALSE,NA,"merry Chrysler","Pacific Time (US & Canada)","en",-28800,229,"Sing_it_Spooky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1836,FALSE,FALSE,"807739811259813888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sun Dec 11 00:12:32 +0000 2016",NA,NA,"en",3,FALSE,NA,"719046629270028288",NA,FALSE,"Sun Apr 10 06:17:30 +0000 2016",3829,64,3108,FALSE,NA,"~ kine ~","Pacific Time (US & Canada)","en",-28800,207,"chocotaerry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a Moana Dorbz Ride! https://t.co/JMqqhzK5A3",3560,FALSE,FALSE,"807739820097306624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:34 +0000 2016",NA,NA,"en",25,FALSE,"South East, England","805925200462278656",NA,FALSE,"Tue Dec 06 00:01:55 +0000 2016",1881,108,233,FALSE,NA,"Caroline Aylward",NA,"en",NA,843,"caylward79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a Moana Dorbz Ride! https://t.co/JMqqhzK5A3",3561,FALSE,FALSE,"807739827206684674",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:12:36 +0000 2016",NA,NA,"en",2,FALSE,"Brooklyn, NY","4068478648",NA,FALSE,"Thu Oct 29 14:44:35 +0000 2015",328,19,4,FALSE,"http://Instagram.com/ryans_geeky_finds","Geeky Finds",NA,"en",NA,42,"GeekyFinds_Ry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","Moana OST gaming so hard     ",0,FALSE,FALSE,"807739830339706880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:12:37 +0000 2016",NA,NA,"en",0,FALSE,NA,"3615795860","Miss Marie
Philip's <U+2764>",TRUE,"Sat Sep 19 12:16:53 +0000 2015",1307,42,494,FALSE,NA,"ELEMEYer flask","Pacific Time (US & Canada)","en",-28800,79,"marengMARIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","RT @kawanocy: Moana and the stolen heart of Te Fiti    https://t.co/TRy5T49pEp",1837,FALSE,FALSE,"807739905338179585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:55 +0000 2016",NA,NA,"en",2,FALSE,"hell of all kinds","1677094177","|F/17/NJ| I am anime trash. I love to draw but I don't do it enough aha ;; <U+2665><U+FE0F> @amaiedas <U+2665><U+FE0F> is a piece of shit that I love and also <U+2666><U+FE0F> @mtatdere <U+2666><U+FE0F>",FALSE,"Sat Aug 17 01:49:11 +0000 2013",13798,155,2181,FALSE,"http://matsuriusagi.tumblr.com","Yuuki","Atlantic Time (Canada)","en",-14400,153,"matsuri_usagi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","in the past week my roommate has found me yell-singing moana on 16 different occasions i'm so sorry",0,FALSE,FALSE,"807739912300662788",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:12:56 +0000 2016",NA,NA,"en",0,FALSE,"Massachusetts, USA","3533945535","she/her. neurosci researcher. musical theater nerd. coffeeholic. too young to be this tired.",FALSE,"Thu Sep 03 12:38:17 +0000 2015",900,47,1125,FALSE,NA,"reyna",NA,"en",NA,98,"reyncoats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","@kindnesscourage Yes! I saw Moana and I totally have to do it! What colours?!",0,FALSE,FALSE,"807739934580871168","kindnesscourage","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:13:02 +0000 2016","807739789915095040","3571068855","en",13,FALSE,"UK","2367546139","If you'd like to get in contact! Message us over on Etsy! Don't forgot to find us over on Instagram! http://instagram.com/disneyisalwaysagoodidea",FALSE,"Sat Mar 01 19:49:57 +0000 2014",835,517,919,FALSE,"http://itslizi.etsy.com","Lizi","London","en-gb",0,1290,"itslizi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","RT @Disney_UK: Move over Elsa... It's #Moana's moment to shine! https://t.co/9yrKfA4ohU",1043,FALSE,FALSE,"807739950376648705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sun Dec 11 00:13:05 +0000 2016",NA,NA,"en",8,FALSE,"South East, England","248159345","Radiographer<ed><U+00A0><U+00BD><ed><U+00B2><U+0080>",FALSE,"Sun Feb 06 11:28:31 +0000 2011",26114,553,353,FALSE,NA,"Erum","London","en",0,285,"itsErum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","RT @thisisinsider: The star of Disney's 'Moana' is an unknown 16-year-old from Hawaii https://t.co/TfJ6RbHFCO",16,FALSE,FALSE,"807739952679161856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sun Dec 11 00:13:06 +0000 2016",NA,NA,"en",6,FALSE,"Malaysia","2232629929","Shit was never us <ed><U+00A0><U+00BD><ed><U+00B4><U+00AB>",TRUE,"Fri Dec 06 08:01:51 +0000 2013",12247,321,4604,FALSE,NA,"Adline",NA,"en",NA,249,"atenadline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
